#ndep: 2897
#depth (km)   Rho_arithmetic (g/cm^3)   Rho_geometric (g/cm^3)
  1300.0           4.7502E+00              4.7502E+00
  1301.0           4.7507E+00              4.7507E+00
  1302.0           4.7511E+00              4.7511E+00
  1303.0           4.7516E+00              4.7516E+00
  1304.0           4.7521E+00              4.7520E+00
  1305.0           4.7525E+00              4.7525E+00
  1306.0           4.7530E+00              4.7530E+00
  1307.0           4.7535E+00              4.7535E+00
  1308.0           4.7540E+00              4.7540E+00
  1309.0           4.7545E+00              4.7544E+00
  1310.0           4.7550E+00              4.7549E+00
  1311.0           4.7555E+00              4.7555E+00
  1312.0           4.7560E+00              4.7560E+00
  1313.0           4.7565E+00              4.7565E+00
  1314.0           4.7570E+00              4.7570E+00
  1315.0           4.7575E+00              4.7575E+00
  1316.0           4.7581E+00              4.7580E+00
  1317.0           4.7586E+00              4.7586E+00
  1318.0           4.7591E+00              4.7591E+00
  1319.0           4.7596E+00              4.7596E+00
  1320.0           4.7602E+00              4.7601E+00
  1321.0           4.7607E+00              4.7607E+00
  1322.0           4.7613E+00              4.7613E+00
  1323.0           4.7618E+00              4.7618E+00
  1324.0           4.7624E+00              4.7623E+00
  1325.0           4.7629E+00              4.7629E+00
  1326.0           4.7635E+00              4.7635E+00
  1327.0           4.7640E+00              4.7640E+00
  1328.0           4.7646E+00              4.7646E+00
  1329.0           4.7651E+00              4.7651E+00
  1330.0           4.7657E+00              4.7657E+00
  1331.0           4.7663E+00              4.7662E+00
  1332.0           4.7668E+00              4.7668E+00
  1333.0           4.7674E+00              4.7674E+00
  1334.0           4.7680E+00              4.7679E+00
  1335.0           4.7685E+00              4.7685E+00
  1336.0           4.7691E+00              4.7691E+00
  1337.0           4.7697E+00              4.7697E+00
  1338.0           4.7703E+00              4.7702E+00
  1339.0           4.7708E+00              4.7708E+00
  1340.0           4.7714E+00              4.7714E+00
  1341.0           4.7720E+00              4.7720E+00
  1342.0           4.7726E+00              4.7725E+00
  1343.0           4.7732E+00              4.7731E+00
  1344.0           4.7737E+00              4.7737E+00
  1345.0           4.7743E+00              4.7743E+00
  1346.0           4.7749E+00              4.7749E+00
  1347.0           4.7755E+00              4.7755E+00
  1348.0           4.7761E+00              4.7760E+00
  1349.0           4.7767E+00              4.7766E+00
  1350.0           4.7772E+00              4.7772E+00
  1351.0           4.7779E+00              4.7778E+00
  1352.0           4.7784E+00              4.7784E+00
  1353.0           4.7790E+00              4.7790E+00
  1354.0           4.7796E+00              4.7796E+00
  1355.0           4.7802E+00              4.7802E+00
  1356.0           4.7808E+00              4.7808E+00
  1357.0           4.7814E+00              4.7814E+00
  1358.0           4.7820E+00              4.7820E+00
  1359.0           4.7826E+00              4.7825E+00
  1360.0           4.7831E+00              4.7831E+00
  1361.0           4.7838E+00              4.7837E+00
  1362.0           4.7844E+00              4.7843E+00
  1363.0           4.7849E+00              4.7849E+00
  1364.0           4.7855E+00              4.7855E+00
  1365.0           4.7861E+00              4.7861E+00
  1366.0           4.7867E+00              4.7867E+00
  1367.0           4.7873E+00              4.7873E+00
  1368.0           4.7879E+00              4.7879E+00
  1369.0           4.7885E+00              4.7884E+00
  1370.0           4.7891E+00              4.7890E+00
  1371.0           4.7897E+00              4.7897E+00
  1372.0           4.7903E+00              4.7902E+00
  1373.0           4.7908E+00              4.7908E+00
  1374.0           4.7914E+00              4.7914E+00
  1375.0           4.7920E+00              4.7920E+00
  1376.0           4.7926E+00              4.7926E+00
  1377.0           4.7932E+00              4.7932E+00
  1378.0           4.7938E+00              4.7937E+00
  1379.0           4.7943E+00              4.7943E+00
  1380.0           4.7949E+00              4.7949E+00
  1381.0           4.7955E+00              4.7955E+00
  1382.0           4.7961E+00              4.7961E+00
  1383.0           4.7966E+00              4.7966E+00
  1384.0           4.7972E+00              4.7972E+00
  1385.0           4.7978E+00              4.7978E+00
  1386.0           4.7984E+00              4.7984E+00
  1387.0           4.7989E+00              4.7989E+00
  1388.0           4.7995E+00              4.7995E+00
  1389.0           4.8001E+00              4.8000E+00
  1390.0           4.8006E+00              4.8006E+00
  1391.0           4.8012E+00              4.8012E+00
  1392.0           4.8018E+00              4.8017E+00
  1393.0           4.8023E+00              4.8023E+00
  1394.0           4.8029E+00              4.8028E+00
  1395.0           4.8034E+00              4.8034E+00
  1396.0           4.8040E+00              4.8040E+00
  1397.0           4.8045E+00              4.8045E+00
  1398.0           4.8051E+00              4.8051E+00
  1399.0           4.8056E+00              4.8056E+00
  1400.0           4.8062E+00              4.8062E+00
  1401.0           4.8068E+00              4.8067E+00
  1402.0           4.8073E+00              4.8073E+00
  1403.0           4.8078E+00              4.8078E+00
  1404.0           4.8084E+00              4.8083E+00
  1405.0           4.8089E+00              4.8089E+00
  1406.0           4.8094E+00              4.8094E+00
  1407.0           4.8099E+00              4.8099E+00
  1408.0           4.8104E+00              4.8104E+00
  1409.0           4.8109E+00              4.8109E+00
  1410.0           4.8114E+00              4.8114E+00
  1411.0           4.8120E+00              4.8119E+00
  1412.0           4.8124E+00              4.8124E+00
  1413.0           4.8129E+00              4.8129E+00
  1414.0           4.8134E+00              4.8134E+00
  1415.0           4.8139E+00              4.8139E+00
  1416.0           4.8144E+00              4.8144E+00
  1417.0           4.8149E+00              4.8148E+00
  1418.0           4.8153E+00              4.8153E+00
  1419.0           4.8158E+00              4.8158E+00
  1420.0           4.8163E+00              4.8162E+00
  1421.0           4.8168E+00              4.8167E+00
  1422.0           4.8172E+00              4.8172E+00
  1423.0           4.8177E+00              4.8177E+00
  1424.0           4.8182E+00              4.8181E+00
  1425.0           4.8186E+00              4.8186E+00
  1426.0           4.8191E+00              4.8191E+00
  1427.0           4.8196E+00              4.8196E+00
  1428.0           4.8200E+00              4.8200E+00
  1429.0           4.8205E+00              4.8205E+00
  1430.0           4.8210E+00              4.8209E+00
  1431.0           4.8215E+00              4.8214E+00
  1432.0           4.8219E+00              4.8219E+00
  1433.0           4.8224E+00              4.8224E+00
  1434.0           4.8229E+00              4.8229E+00
  1435.0           4.8234E+00              4.8233E+00
  1436.0           4.8239E+00              4.8238E+00
  1437.0           4.8243E+00              4.8243E+00
  1438.0           4.8248E+00              4.8248E+00
  1439.0           4.8253E+00              4.8253E+00
  1440.0           4.8258E+00              4.8258E+00
  1441.0           4.8263E+00              4.8263E+00
  1442.0           4.8268E+00              4.8268E+00
  1443.0           4.8273E+00              4.8273E+00
  1444.0           4.8278E+00              4.8277E+00
  1445.0           4.8283E+00              4.8282E+00
  1446.0           4.8288E+00              4.8288E+00
  1447.0           4.8293E+00              4.8293E+00
  1448.0           4.8298E+00              4.8298E+00
  1449.0           4.8303E+00              4.8303E+00
  1450.0           4.8308E+00              4.8308E+00
  1451.0           4.8314E+00              4.8314E+00
  1452.0           4.8319E+00              4.8319E+00
  1453.0           4.8324E+00              4.8324E+00
  1454.0           4.8330E+00              4.8329E+00
  1455.0           4.8335E+00              4.8334E+00
  1456.0           4.8340E+00              4.8340E+00
  1457.0           4.8346E+00              4.8345E+00
  1458.0           4.8351E+00              4.8351E+00
  1459.0           4.8356E+00              4.8356E+00
  1460.0           4.8362E+00              4.8361E+00
  1461.0           4.8368E+00              4.8367E+00
  1462.0           4.8373E+00              4.8373E+00
  1463.0           4.8379E+00              4.8378E+00
  1464.0           4.8384E+00              4.8384E+00
  1465.0           4.8390E+00              4.8389E+00
  1466.0           4.8395E+00              4.8395E+00
  1467.0           4.8401E+00              4.8401E+00
  1468.0           4.8407E+00              4.8406E+00
  1469.0           4.8412E+00              4.8412E+00
  1470.0           4.8418E+00              4.8418E+00
  1471.0           4.8424E+00              4.8424E+00
  1472.0           4.8430E+00              4.8429E+00
  1473.0           4.8435E+00              4.8435E+00
  1474.0           4.8441E+00              4.8440E+00
  1475.0           4.8446E+00              4.8446E+00
  1476.0           4.8453E+00              4.8452E+00
  1477.0           4.8458E+00              4.8458E+00
  1478.0           4.8464E+00              4.8464E+00
  1479.0           4.8470E+00              4.8469E+00
  1480.0           4.8475E+00              4.8475E+00
  1481.0           4.8481E+00              4.8481E+00
  1482.0           4.8487E+00              4.8487E+00
  1483.0           4.8492E+00              4.8492E+00
  1484.0           4.8498E+00              4.8498E+00
  1485.0           4.8504E+00              4.8503E+00
  1486.0           4.8510E+00              4.8509E+00
  1487.0           4.8515E+00              4.8515E+00
  1488.0           4.8521E+00              4.8521E+00
  1489.0           4.8527E+00              4.8526E+00
  1490.0           4.8532E+00              4.8532E+00
  1491.0           4.8538E+00              4.8538E+00
  1492.0           4.8544E+00              4.8543E+00
  1493.0           4.8549E+00              4.8549E+00
  1494.0           4.8555E+00              4.8555E+00
  1495.0           4.8561E+00              4.8561E+00
  1496.0           4.8567E+00              4.8567E+00
  1497.0           4.8573E+00              4.8572E+00
  1498.0           4.8578E+00              4.8578E+00
  1499.0           4.8584E+00              4.8584E+00
  1500.0           4.8590E+00              4.8590E+00
  1501.0           4.8596E+00              4.8596E+00
  1502.0           4.8602E+00              4.8601E+00
  1503.0           4.8607E+00              4.8607E+00
  1504.0           4.8613E+00              4.8613E+00
  1505.0           4.8619E+00              4.8619E+00
  1506.0           4.8625E+00              4.8625E+00
  1507.0           4.8631E+00              4.8630E+00
  1508.0           4.8636E+00              4.8636E+00
  1509.0           4.8642E+00              4.8642E+00
  1510.0           4.8648E+00              4.8647E+00
  1511.0           4.8654E+00              4.8653E+00
  1512.0           4.8659E+00              4.8659E+00
  1513.0           4.8665E+00              4.8665E+00
  1514.0           4.8671E+00              4.8670E+00
  1515.0           4.8676E+00              4.8676E+00
  1516.0           4.8682E+00              4.8682E+00
  1517.0           4.8688E+00              4.8688E+00
  1518.0           4.8693E+00              4.8693E+00
  1519.0           4.8699E+00              4.8699E+00
  1520.0           4.8704E+00              4.8704E+00
  1521.0           4.8710E+00              4.8710E+00
  1522.0           4.8716E+00              4.8715E+00
  1523.0           4.8721E+00              4.8721E+00
  1524.0           4.8727E+00              4.8726E+00
  1525.0           4.8732E+00              4.8732E+00
  1526.0           4.8738E+00              4.8738E+00
  1527.0           4.8743E+00              4.8743E+00
  1528.0           4.8749E+00              4.8748E+00
  1529.0           4.8754E+00              4.8754E+00
  1530.0           4.8759E+00              4.8759E+00
  1531.0           4.8765E+00              4.8765E+00
  1532.0           4.8770E+00              4.8770E+00
  1533.0           4.8775E+00              4.8775E+00
  1534.0           4.8781E+00              4.8780E+00
  1535.0           4.8786E+00              4.8785E+00
  1536.0           4.8791E+00              4.8791E+00
  1537.0           4.8796E+00              4.8796E+00
  1538.0           4.8802E+00              4.8801E+00
  1539.0           4.8807E+00              4.8806E+00
  1540.0           4.8812E+00              4.8811E+00
  1541.0           4.8817E+00              4.8817E+00
  1542.0           4.8822E+00              4.8822E+00
  1543.0           4.8827E+00              4.8827E+00
  1544.0           4.8832E+00              4.8832E+00
  1545.0           4.8837E+00              4.8837E+00
  1546.0           4.8843E+00              4.8842E+00
  1547.0           4.8848E+00              4.8847E+00
  1548.0           4.8853E+00              4.8852E+00
  1549.0           4.8858E+00              4.8857E+00
  1550.0           4.8863E+00              4.8862E+00
  1551.0           4.8868E+00              4.8867E+00
  1552.0           4.8873E+00              4.8872E+00
  1553.0           4.8878E+00              4.8877E+00
  1554.0           4.8883E+00              4.8882E+00
  1555.0           4.8888E+00              4.8887E+00
  1556.0           4.8893E+00              4.8892E+00
  1557.0           4.8898E+00              4.8897E+00
  1558.0           4.8903E+00              4.8902E+00
  1559.0           4.8908E+00              4.8907E+00
  1560.0           4.8913E+00              4.8912E+00
  1561.0           4.8918E+00              4.8917E+00
  1562.0           4.8923E+00              4.8922E+00
  1563.0           4.8928E+00              4.8927E+00
  1564.0           4.8933E+00              4.8932E+00
  1565.0           4.8938E+00              4.8937E+00
  1566.0           4.8943E+00              4.8943E+00
  1567.0           4.8948E+00              4.8948E+00
  1568.0           4.8953E+00              4.8953E+00
  1569.0           4.8958E+00              4.8958E+00
  1570.0           4.8963E+00              4.8963E+00
  1571.0           4.8969E+00              4.8969E+00
  1572.0           4.8974E+00              4.8974E+00
  1573.0           4.8979E+00              4.8979E+00
  1574.0           4.8985E+00              4.8984E+00
  1575.0           4.8990E+00              4.8989E+00
  1576.0           4.8996E+00              4.8995E+00
  1577.0           4.9001E+00              4.9001E+00
  1578.0           4.9006E+00              4.9006E+00
  1579.0           4.9012E+00              4.9012E+00
  1580.0           4.9017E+00              4.9017E+00
  1581.0           4.9023E+00              4.9023E+00
  1582.0           4.9029E+00              4.9029E+00
  1583.0           4.9035E+00              4.9034E+00
  1584.0           4.9040E+00              4.9040E+00
  1585.0           4.9046E+00              4.9046E+00
  1586.0           4.9052E+00              4.9052E+00
  1587.0           4.9058E+00              4.9058E+00
  1588.0           4.9064E+00              4.9063E+00
  1589.0           4.9069E+00              4.9069E+00
  1590.0           4.9075E+00              4.9075E+00
  1591.0           4.9082E+00              4.9081E+00
  1592.0           4.9087E+00              4.9087E+00
  1593.0           4.9093E+00              4.9093E+00
  1594.0           4.9099E+00              4.9099E+00
  1595.0           4.9105E+00              4.9105E+00
  1596.0           4.9112E+00              4.9111E+00
  1597.0           4.9118E+00              4.9117E+00
  1598.0           4.9124E+00              4.9123E+00
  1599.0           4.9130E+00              4.9129E+00
  1600.0           4.9136E+00              4.9135E+00
  1601.0           4.9142E+00              4.9142E+00
  1602.0           4.9148E+00              4.9148E+00
  1603.0           4.9154E+00              4.9154E+00
  1604.0           4.9160E+00              4.9160E+00
  1605.0           4.9167E+00              4.9166E+00
  1606.0           4.9173E+00              4.9173E+00
  1607.0           4.9179E+00              4.9179E+00
  1608.0           4.9185E+00              4.9185E+00
  1609.0           4.9192E+00              4.9191E+00
  1610.0           4.9198E+00              4.9197E+00
  1611.0           4.9204E+00              4.9204E+00
  1612.0           4.9210E+00              4.9210E+00
  1613.0           4.9217E+00              4.9216E+00
  1614.0           4.9223E+00              4.9222E+00
  1615.0           4.9229E+00              4.9229E+00
  1616.0           4.9236E+00              4.9235E+00
  1617.0           4.9242E+00              4.9241E+00
  1618.0           4.9248E+00              4.9248E+00
  1619.0           4.9254E+00              4.9254E+00
  1620.0           4.9261E+00              4.9260E+00
  1621.0           4.9267E+00              4.9267E+00
  1622.0           4.9273E+00              4.9273E+00
  1623.0           4.9280E+00              4.9279E+00
  1624.0           4.9286E+00              4.9285E+00
  1625.0           4.9292E+00              4.9292E+00
  1626.0           4.9299E+00              4.9298E+00
  1627.0           4.9305E+00              4.9304E+00
  1628.0           4.9311E+00              4.9310E+00
  1629.0           4.9317E+00              4.9317E+00
  1630.0           4.9323E+00              4.9323E+00
  1631.0           4.9330E+00              4.9329E+00
  1632.0           4.9336E+00              4.9336E+00
  1633.0           4.9342E+00              4.9342E+00
  1634.0           4.9348E+00              4.9348E+00
  1635.0           4.9354E+00              4.9354E+00
  1636.0           4.9361E+00              4.9360E+00
  1637.0           4.9367E+00              4.9366E+00
  1638.0           4.9373E+00              4.9373E+00
  1639.0           4.9379E+00              4.9379E+00
  1640.0           4.9385E+00              4.9385E+00
  1641.0           4.9391E+00              4.9391E+00
  1642.0           4.9397E+00              4.9397E+00
  1643.0           4.9403E+00              4.9403E+00
  1644.0           4.9409E+00              4.9409E+00
  1645.0           4.9415E+00              4.9415E+00
  1646.0           4.9422E+00              4.9421E+00
  1647.0           4.9427E+00              4.9427E+00
  1648.0           4.9433E+00              4.9433E+00
  1649.0           4.9439E+00              4.9439E+00
  1650.0           4.9445E+00              4.9445E+00
  1651.0           4.9451E+00              4.9451E+00
  1652.0           4.9457E+00              4.9457E+00
  1653.0           4.9463E+00              4.9462E+00
  1654.0           4.9468E+00              4.9468E+00
  1655.0           4.9474E+00              4.9474E+00
  1656.0           4.9480E+00              4.9480E+00
  1657.0           4.9486E+00              4.9485E+00
  1658.0           4.9491E+00              4.9491E+00
  1659.0           4.9497E+00              4.9497E+00
  1660.0           4.9503E+00              4.9502E+00
  1661.0           4.9508E+00              4.9508E+00
  1662.0           4.9514E+00              4.9514E+00
  1663.0           4.9519E+00              4.9519E+00
  1664.0           4.9525E+00              4.9524E+00
  1665.0           4.9530E+00              4.9530E+00
  1666.0           4.9536E+00              4.9535E+00
  1667.0           4.9541E+00              4.9541E+00
  1668.0           4.9546E+00              4.9546E+00
  1669.0           4.9552E+00              4.9551E+00
  1670.0           4.9557E+00              4.9557E+00
  1671.0           4.9562E+00              4.9562E+00
  1672.0           4.9567E+00              4.9567E+00
  1673.0           4.9572E+00              4.9572E+00
  1674.0           4.9577E+00              4.9577E+00
  1675.0           4.9582E+00              4.9582E+00
  1676.0           4.9588E+00              4.9587E+00
  1677.0           4.9592E+00              4.9592E+00
  1678.0           4.9597E+00              4.9597E+00
  1679.0           4.9602E+00              4.9602E+00
  1680.0           4.9607E+00              4.9606E+00
  1681.0           4.9612E+00              4.9611E+00
  1682.0           4.9616E+00              4.9616E+00
  1683.0           4.9621E+00              4.9621E+00
  1684.0           4.9626E+00              4.9625E+00
  1685.0           4.9630E+00              4.9630E+00
  1686.0           4.9635E+00              4.9635E+00
  1687.0           4.9639E+00              4.9639E+00
  1688.0           4.9644E+00              4.9643E+00
  1689.0           4.9648E+00              4.9648E+00
  1690.0           4.9653E+00              4.9652E+00
  1691.0           4.9657E+00              4.9657E+00
  1692.0           4.9662E+00              4.9661E+00
  1693.0           4.9666E+00              4.9666E+00
  1694.0           4.9670E+00              4.9670E+00
  1695.0           4.9675E+00              4.9674E+00
  1696.0           4.9679E+00              4.9679E+00
  1697.0           4.9684E+00              4.9683E+00
  1698.0           4.9688E+00              4.9687E+00
  1699.0           4.9692E+00              4.9692E+00
  1700.0           4.9696E+00              4.9696E+00
  1701.0           4.9701E+00              4.9701E+00
  1702.0           4.9705E+00              4.9705E+00
  1703.0           4.9709E+00              4.9709E+00
  1704.0           4.9714E+00              4.9713E+00
  1705.0           4.9718E+00              4.9717E+00
  1706.0           4.9722E+00              4.9722E+00
  1707.0           4.9726E+00              4.9726E+00
  1708.0           4.9731E+00              4.9730E+00
  1709.0           4.9735E+00              4.9734E+00
  1710.0           4.9739E+00              4.9738E+00
  1711.0           4.9743E+00              4.9743E+00
  1712.0           4.9747E+00              4.9747E+00
  1713.0           4.9752E+00              4.9751E+00
  1714.0           4.9756E+00              4.9755E+00
  1715.0           4.9760E+00              4.9759E+00
  1716.0           4.9764E+00              4.9764E+00
  1717.0           4.9768E+00              4.9768E+00
  1718.0           4.9772E+00              4.9772E+00
  1719.0           4.9776E+00              4.9776E+00
  1720.0           4.9781E+00              4.9780E+00
  1721.0           4.9785E+00              4.9785E+00
  1722.0           4.9789E+00              4.9789E+00
  1723.0           4.9793E+00              4.9793E+00
  1724.0           4.9797E+00              4.9797E+00
  1725.0           4.9801E+00              4.9801E+00
  1726.0           4.9806E+00              4.9805E+00
  1727.0           4.9810E+00              4.9809E+00
  1728.0           4.9814E+00              4.9813E+00
  1729.0           4.9818E+00              4.9817E+00
  1730.0           4.9822E+00              4.9822E+00
  1731.0           4.9826E+00              4.9826E+00
  1732.0           4.9830E+00              4.9830E+00
  1733.0           4.9834E+00              4.9834E+00
  1734.0           4.9838E+00              4.9838E+00
  1735.0           4.9843E+00              4.9842E+00
  1736.0           4.9847E+00              4.9846E+00
  1737.0           4.9851E+00              4.9850E+00
  1738.0           4.9855E+00              4.9855E+00
  1739.0           4.9859E+00              4.9859E+00
  1740.0           4.9863E+00              4.9863E+00
  1741.0           4.9867E+00              4.9867E+00
  1742.0           4.9871E+00              4.9871E+00
  1743.0           4.9875E+00              4.9875E+00
  1744.0           4.9880E+00              4.9879E+00
  1745.0           4.9884E+00              4.9883E+00
  1746.0           4.9888E+00              4.9887E+00
  1747.0           4.9892E+00              4.9892E+00
  1748.0           4.9896E+00              4.9896E+00
  1749.0           4.9900E+00              4.9900E+00
  1750.0           4.9904E+00              4.9904E+00
  1751.0           4.9908E+00              4.9908E+00
  1752.0           4.9913E+00              4.9912E+00
  1753.0           4.9917E+00              4.9916E+00
  1754.0           4.9921E+00              4.9920E+00
  1755.0           4.9925E+00              4.9924E+00
  1756.0           4.9929E+00              4.9929E+00
  1757.0           4.9933E+00              4.9933E+00
  1758.0           4.9937E+00              4.9937E+00
  1759.0           4.9941E+00              4.9941E+00
  1760.0           4.9945E+00              4.9945E+00
  1761.0           4.9950E+00              4.9949E+00
  1762.0           4.9954E+00              4.9953E+00
  1763.0           4.9958E+00              4.9958E+00
  1764.0           4.9962E+00              4.9962E+00
  1765.0           4.9966E+00              4.9966E+00
  1766.0           4.9971E+00              4.9970E+00
  1767.0           4.9975E+00              4.9974E+00
  1768.0           4.9979E+00              4.9978E+00
  1769.0           4.9983E+00              4.9982E+00
  1770.0           4.9987E+00              4.9987E+00
  1771.0           4.9991E+00              4.9991E+00
  1772.0           4.9996E+00              4.9995E+00
  1773.0           5.0000E+00              4.9999E+00
  1774.0           5.0004E+00              5.0003E+00
  1775.0           5.0008E+00              5.0008E+00
  1776.0           5.0012E+00              5.0012E+00
  1777.0           5.0017E+00              5.0016E+00
  1778.0           5.0021E+00              5.0020E+00
  1779.0           5.0025E+00              5.0025E+00
  1780.0           5.0029E+00              5.0029E+00
  1781.0           5.0034E+00              5.0033E+00
  1782.0           5.0038E+00              5.0037E+00
  1783.0           5.0042E+00              5.0042E+00
  1784.0           5.0046E+00              5.0046E+00
  1785.0           5.0050E+00              5.0050E+00
  1786.0           5.0055E+00              5.0054E+00
  1787.0           5.0059E+00              5.0059E+00
  1788.0           5.0063E+00              5.0063E+00
  1789.0           5.0068E+00              5.0067E+00
  1790.0           5.0072E+00              5.0071E+00
  1791.0           5.0076E+00              5.0076E+00
  1792.0           5.0081E+00              5.0080E+00
  1793.0           5.0085E+00              5.0084E+00
  1794.0           5.0089E+00              5.0089E+00
  1795.0           5.0093E+00              5.0093E+00
  1796.0           5.0098E+00              5.0097E+00
  1797.0           5.0102E+00              5.0102E+00
  1798.0           5.0106E+00              5.0106E+00
  1799.0           5.0111E+00              5.0110E+00
  1800.0           5.0115E+00              5.0114E+00
  1801.0           5.0120E+00              5.0119E+00
  1802.0           5.0124E+00              5.0123E+00
  1803.0           5.0128E+00              5.0128E+00
  1804.0           5.0132E+00              5.0132E+00
  1805.0           5.0137E+00              5.0136E+00
  1806.0           5.0141E+00              5.0141E+00
  1807.0           5.0146E+00              5.0145E+00
  1808.0           5.0150E+00              5.0149E+00
  1809.0           5.0154E+00              5.0154E+00
  1810.0           5.0158E+00              5.0158E+00
  1811.0           5.0163E+00              5.0162E+00
  1812.0           5.0167E+00              5.0167E+00
  1813.0           5.0171E+00              5.0171E+00
  1814.0           5.0176E+00              5.0175E+00
  1815.0           5.0180E+00              5.0180E+00
  1816.0           5.0185E+00              5.0184E+00
  1817.0           5.0189E+00              5.0188E+00
  1818.0           5.0193E+00              5.0193E+00
  1819.0           5.0197E+00              5.0197E+00
  1820.0           5.0202E+00              5.0201E+00
  1821.0           5.0206E+00              5.0206E+00
  1822.0           5.0211E+00              5.0210E+00
  1823.0           5.0215E+00              5.0214E+00
  1824.0           5.0219E+00              5.0219E+00
  1825.0           5.0223E+00              5.0223E+00
  1826.0           5.0228E+00              5.0228E+00
  1827.0           5.0232E+00              5.0232E+00
  1828.0           5.0237E+00              5.0236E+00
  1829.0           5.0241E+00              5.0240E+00
  1830.0           5.0245E+00              5.0245E+00
  1831.0           5.0250E+00              5.0249E+00
  1832.0           5.0254E+00              5.0254E+00
  1833.0           5.0258E+00              5.0258E+00
  1834.0           5.0263E+00              5.0262E+00
  1835.0           5.0267E+00              5.0267E+00
  1836.0           5.0272E+00              5.0271E+00
  1837.0           5.0276E+00              5.0276E+00
  1838.0           5.0280E+00              5.0280E+00
  1839.0           5.0285E+00              5.0284E+00
  1840.0           5.0289E+00              5.0289E+00
  1841.0           5.0294E+00              5.0293E+00
  1842.0           5.0298E+00              5.0298E+00
  1843.0           5.0303E+00              5.0302E+00
  1844.0           5.0307E+00              5.0306E+00
  1845.0           5.0311E+00              5.0311E+00
  1846.0           5.0316E+00              5.0316E+00
  1847.0           5.0320E+00              5.0320E+00
  1848.0           5.0325E+00              5.0324E+00
  1849.0           5.0329E+00              5.0329E+00
  1850.0           5.0334E+00              5.0333E+00
  1851.0           5.0338E+00              5.0338E+00
  1852.0           5.0343E+00              5.0342E+00
  1853.0           5.0347E+00              5.0347E+00
  1854.0           5.0352E+00              5.0351E+00
  1855.0           5.0356E+00              5.0356E+00
  1856.0           5.0361E+00              5.0360E+00
  1857.0           5.0365E+00              5.0365E+00
  1858.0           5.0370E+00              5.0369E+00
  1859.0           5.0374E+00              5.0374E+00
  1860.0           5.0379E+00              5.0378E+00
  1861.0           5.0383E+00              5.0383E+00
  1862.0           5.0388E+00              5.0387E+00
  1863.0           5.0392E+00              5.0392E+00
  1864.0           5.0397E+00              5.0396E+00
  1865.0           5.0401E+00              5.0401E+00
  1866.0           5.0406E+00              5.0405E+00
  1867.0           5.0410E+00              5.0410E+00
  1868.0           5.0415E+00              5.0414E+00
  1869.0           5.0419E+00              5.0419E+00
  1870.0           5.0424E+00              5.0423E+00
  1871.0           5.0429E+00              5.0428E+00
  1872.0           5.0433E+00              5.0433E+00
  1873.0           5.0438E+00              5.0437E+00
  1874.0           5.0442E+00              5.0441E+00
  1875.0           5.0446E+00              5.0446E+00
  1876.0           5.0451E+00              5.0451E+00
  1877.0           5.0456E+00              5.0455E+00
  1878.0           5.0460E+00              5.0460E+00
  1879.0           5.0465E+00              5.0464E+00
  1880.0           5.0469E+00              5.0469E+00
  1881.0           5.0474E+00              5.0474E+00
  1882.0           5.0479E+00              5.0478E+00
  1883.0           5.0483E+00              5.0483E+00
  1884.0           5.0488E+00              5.0487E+00
  1885.0           5.0492E+00              5.0492E+00
  1886.0           5.0497E+00              5.0497E+00
  1887.0           5.0502E+00              5.0501E+00
  1888.0           5.0506E+00              5.0506E+00
  1889.0           5.0511E+00              5.0510E+00
  1890.0           5.0515E+00              5.0515E+00
  1891.0           5.0520E+00              5.0520E+00
  1892.0           5.0525E+00              5.0524E+00
  1893.0           5.0529E+00              5.0529E+00
  1894.0           5.0534E+00              5.0533E+00
  1895.0           5.0538E+00              5.0538E+00
  1896.0           5.0543E+00              5.0543E+00
  1897.0           5.0548E+00              5.0547E+00
  1898.0           5.0553E+00              5.0552E+00
  1899.0           5.0557E+00              5.0557E+00
  1900.0           5.0562E+00              5.0561E+00
  1901.0           5.0567E+00              5.0566E+00
  1902.0           5.0571E+00              5.0571E+00
  1903.0           5.0576E+00              5.0575E+00
  1904.0           5.0581E+00              5.0580E+00
  1905.0           5.0585E+00              5.0585E+00
  1906.0           5.0590E+00              5.0590E+00
  1907.0           5.0595E+00              5.0594E+00
  1908.0           5.0600E+00              5.0599E+00
  1909.0           5.0604E+00              5.0604E+00
  1910.0           5.0609E+00              5.0608E+00
  1911.0           5.0614E+00              5.0613E+00
  1912.0           5.0619E+00              5.0618E+00
  1913.0           5.0623E+00              5.0623E+00
  1914.0           5.0628E+00              5.0628E+00
  1915.0           5.0633E+00              5.0632E+00
  1916.0           5.0638E+00              5.0637E+00
  1917.0           5.0643E+00              5.0642E+00
  1918.0           5.0648E+00              5.0647E+00
  1919.0           5.0652E+00              5.0652E+00
  1920.0           5.0657E+00              5.0657E+00
  1921.0           5.0662E+00              5.0662E+00
  1922.0           5.0667E+00              5.0667E+00
  1923.0           5.0672E+00              5.0672E+00
  1924.0           5.0677E+00              5.0676E+00
  1925.0           5.0682E+00              5.0681E+00
  1926.0           5.0687E+00              5.0687E+00
  1927.0           5.0692E+00              5.0692E+00
  1928.0           5.0697E+00              5.0697E+00
  1929.0           5.0702E+00              5.0701E+00
  1930.0           5.0707E+00              5.0706E+00
  1931.0           5.0712E+00              5.0712E+00
  1932.0           5.0717E+00              5.0717E+00
  1933.0           5.0722E+00              5.0722E+00
