#ndep: 2897
#depth (km)   Rho_arithmetic (g/cm^3)   Rho_geometric (g/cm^3)
   651.0           4.2274E+00              4.2252E+00
   652.0           4.2613E+00              4.2601E+00
   653.0           4.2953E+00              4.2947E+00
   654.0           4.3293E+00              4.3290E+00
   655.0           4.3632E+00              4.3632E+00
   656.0           4.3721E+00              4.3721E+00
   657.0           4.3725E+00              4.3724E+00
   658.0           4.3728E+00              4.3727E+00
   659.0           4.3731E+00              4.3731E+00
   660.0           4.3734E+00              4.3734E+00
   661.0           4.3738E+00              4.3737E+00
   662.0           4.3741E+00              4.3741E+00
   663.0           4.3744E+00              4.3744E+00
   664.0           4.3748E+00              4.3747E+00
   665.0           4.3751E+00              4.3751E+00
   666.0           4.3755E+00              4.3754E+00
   667.0           4.3758E+00              4.3758E+00
   668.0           4.3761E+00              4.3761E+00
   669.0           4.3765E+00              4.3764E+00
   670.0           4.3768E+00              4.3768E+00
   671.0           4.3772E+00              4.3772E+00
   672.0           4.3775E+00              4.3775E+00
   673.0           4.3779E+00              4.3779E+00
   674.0           4.3782E+00              4.3782E+00
   675.0           4.3786E+00              4.3786E+00
   676.0           4.3790E+00              4.3789E+00
   677.0           4.3793E+00              4.3793E+00
   678.0           4.3797E+00              4.3796E+00
   679.0           4.3800E+00              4.3800E+00
   680.0           4.3804E+00              4.3804E+00
   681.0           4.3808E+00              4.3808E+00
   682.0           4.3812E+00              4.3811E+00
   683.0           4.3815E+00              4.3815E+00
   684.0           4.3819E+00              4.3819E+00
   685.0           4.3823E+00              4.3822E+00
   686.0           4.3827E+00              4.3826E+00
   687.0           4.3830E+00              4.3830E+00
   688.0           4.3834E+00              4.3834E+00
   689.0           4.3838E+00              4.3838E+00
   690.0           4.3842E+00              4.3841E+00
   691.0           4.3846E+00              4.3845E+00
   692.0           4.3850E+00              4.3849E+00
   693.0           4.3854E+00              4.3853E+00
   694.0           4.3857E+00              4.3857E+00
   695.0           4.3861E+00              4.3861E+00
   696.0           4.3865E+00              4.3865E+00
   697.0           4.3869E+00              4.3869E+00
   698.0           4.3873E+00              4.3873E+00
   699.0           4.3877E+00              4.3877E+00
   700.0           4.3881E+00              4.3881E+00
   701.0           4.3886E+00              4.3885E+00
   702.0           4.3890E+00              4.3889E+00
   703.0           4.3894E+00              4.3893E+00
   704.0           4.3898E+00              4.3897E+00
   705.0           4.3902E+00              4.3901E+00
   706.0           4.3906E+00              4.3906E+00
   707.0           4.3910E+00              4.3910E+00
   708.0           4.3914E+00              4.3914E+00
   709.0           4.3918E+00              4.3918E+00
   710.0           4.3922E+00              4.3922E+00
   711.0           4.3927E+00              4.3926E+00
   712.0           4.3931E+00              4.3930E+00
   713.0           4.3935E+00              4.3935E+00
   714.0           4.3939E+00              4.3939E+00
   715.0           4.3943E+00              4.3943E+00
   716.0           4.3948E+00              4.3947E+00
   717.0           4.3952E+00              4.3951E+00
   718.0           4.3956E+00              4.3956E+00
   719.0           4.3960E+00              4.3960E+00
   720.0           4.3964E+00              4.3964E+00
   721.0           4.3969E+00              4.3969E+00
   722.0           4.3973E+00              4.3973E+00
   723.0           4.3977E+00              4.3977E+00
   724.0           4.3982E+00              4.3981E+00
   725.0           4.3986E+00              4.3985E+00
   726.0           4.3990E+00              4.3990E+00
   727.0           4.3995E+00              4.3994E+00
   728.0           4.3999E+00              4.3999E+00
   729.0           4.4003E+00              4.4003E+00
   730.0           4.4007E+00              4.4007E+00
   731.0           4.4012E+00              4.4012E+00
   732.0           4.4016E+00              4.4016E+00
   733.0           4.4021E+00              4.4020E+00
   734.0           4.4025E+00              4.4025E+00
   735.0           4.4029E+00              4.4029E+00
   736.0           4.4034E+00              4.4034E+00
   737.0           4.4038E+00              4.4038E+00
   738.0           4.4043E+00              4.4042E+00
   739.0           4.4047E+00              4.4047E+00
   740.0           4.4051E+00              4.4051E+00
   741.0           4.4056E+00              4.4056E+00
   742.0           4.4061E+00              4.4060E+00
   743.0           4.4065E+00              4.4065E+00
   744.0           4.4069E+00              4.4069E+00
   745.0           4.4074E+00              4.4074E+00
   746.0           4.4079E+00              4.4078E+00
   747.0           4.4083E+00              4.4083E+00
   748.0           4.4088E+00              4.4087E+00
   749.0           4.4092E+00              4.4092E+00
   750.0           4.4097E+00              4.4096E+00
   751.0           4.4101E+00              4.4101E+00
   752.0           4.4106E+00              4.4106E+00
   753.0           4.4111E+00              4.4110E+00
   754.0           4.4115E+00              4.4115E+00
   755.0           4.4120E+00              4.4119E+00
   756.0           4.4125E+00              4.4124E+00
   757.0           4.4129E+00              4.4129E+00
   758.0           4.4134E+00              4.4134E+00
   759.0           4.4139E+00              4.4139E+00
   760.0           4.4144E+00              4.4143E+00
   761.0           4.4149E+00              4.4148E+00
   762.0           4.4153E+00              4.4153E+00
   763.0           4.4158E+00              4.4158E+00
   764.0           4.4163E+00              4.4163E+00
   765.0           4.4168E+00              4.4168E+00
   766.0           4.4173E+00              4.4173E+00
   767.0           4.4178E+00              4.4178E+00
   768.0           4.4183E+00              4.4183E+00
   769.0           4.4188E+00              4.4188E+00
   770.0           4.4193E+00              4.4193E+00
   771.0           4.4198E+00              4.4198E+00
   772.0           4.4203E+00              4.4203E+00
   773.0           4.4208E+00              4.4207E+00
   774.0           4.4212E+00              4.4212E+00
   775.0           4.4217E+00              4.4217E+00
   776.0           4.4222E+00              4.4222E+00
   777.0           4.4228E+00              4.4227E+00
   778.0           4.4233E+00              4.4232E+00
   779.0           4.4238E+00              4.4238E+00
   780.0           4.4243E+00              4.4243E+00
   781.0           4.4249E+00              4.4249E+00
   782.0           4.4255E+00              4.4255E+00
   783.0           4.4261E+00              4.4261E+00
   784.0           4.4267E+00              4.4267E+00
   785.0           4.4273E+00              4.4272E+00
   786.0           4.4279E+00              4.4279E+00
   787.0           4.4286E+00              4.4286E+00
   788.0           4.4292E+00              4.4292E+00
   789.0           4.4299E+00              4.4298E+00
   790.0           4.4305E+00              4.4305E+00
   791.0           4.4313E+00              4.4312E+00
   792.0           4.4319E+00              4.4319E+00
   793.0           4.4326E+00              4.4326E+00
   794.0           4.4333E+00              4.4333E+00
   795.0           4.4340E+00              4.4340E+00
   796.0           4.4348E+00              4.4348E+00
   797.0           4.4355E+00              4.4355E+00
   798.0           4.4363E+00              4.4362E+00
   799.0           4.4370E+00              4.4370E+00
   800.0           4.4378E+00              4.4377E+00
   801.0           4.4386E+00              4.4385E+00
   802.0           4.4393E+00              4.4393E+00
   803.0           4.4401E+00              4.4401E+00
   804.0           4.4409E+00              4.4409E+00
   805.0           4.4417E+00              4.4416E+00
   806.0           4.4425E+00              4.4425E+00
   807.0           4.4433E+00              4.4433E+00
   808.0           4.4441E+00              4.4441E+00
   809.0           4.4449E+00              4.4449E+00
   810.0           4.4457E+00              4.4457E+00
   811.0           4.4466E+00              4.4466E+00
   812.0           4.4474E+00              4.4474E+00
   813.0           4.4483E+00              4.4482E+00
   814.0           4.4491E+00              4.4491E+00
   815.0           4.4499E+00              4.4499E+00
   816.0           4.4508E+00              4.4508E+00
   817.0           4.4517E+00              4.4516E+00
   818.0           4.4525E+00              4.4525E+00
   819.0           4.4534E+00              4.4533E+00
   820.0           4.4542E+00              4.4542E+00
   821.0           4.4551E+00              4.4551E+00
   822.0           4.4560E+00              4.4560E+00
   823.0           4.4568E+00              4.4568E+00
   824.0           4.4577E+00              4.4577E+00
   825.0           4.4586E+00              4.4585E+00
   826.0           4.4595E+00              4.4594E+00
   827.0           4.4603E+00              4.4603E+00
   828.0           4.4612E+00              4.4612E+00
   829.0           4.4621E+00              4.4620E+00
   830.0           4.4629E+00              4.4629E+00
   831.0           4.4639E+00              4.4638E+00
   832.0           4.4647E+00              4.4647E+00
   833.0           4.4656E+00              4.4656E+00
   834.0           4.4665E+00              4.4664E+00
   835.0           4.4673E+00              4.4673E+00
   836.0           4.4682E+00              4.4682E+00
   837.0           4.4691E+00              4.4691E+00
   838.0           4.4700E+00              4.4699E+00
   839.0           4.4708E+00              4.4708E+00
   840.0           4.4717E+00              4.4717E+00
   841.0           4.4726E+00              4.4726E+00
   842.0           4.4734E+00              4.4734E+00
   843.0           4.4743E+00              4.4743E+00
   844.0           4.4751E+00              4.4751E+00
   845.0           4.4760E+00              4.4760E+00
   846.0           4.4769E+00              4.4769E+00
   847.0           4.4777E+00              4.4777E+00
   848.0           4.4786E+00              4.4785E+00
   849.0           4.4794E+00              4.4794E+00
   850.0           4.4802E+00              4.4802E+00
   851.0           4.4811E+00              4.4811E+00
   852.0           4.4819E+00              4.4819E+00
   853.0           4.4828E+00              4.4827E+00
   854.0           4.4836E+00              4.4836E+00
   855.0           4.4844E+00              4.4844E+00
   856.0           4.4853E+00              4.4852E+00
   857.0           4.4861E+00              4.4860E+00
   858.0           4.4869E+00              4.4868E+00
   859.0           4.4876E+00              4.4876E+00
   860.0           4.4884E+00              4.4884E+00
   861.0           4.4893E+00              4.4893E+00
   862.0           4.4901E+00              4.4901E+00
   863.0           4.4909E+00              4.4909E+00
   864.0           4.4917E+00              4.4917E+00
   865.0           4.4925E+00              4.4925E+00
   866.0           4.4933E+00              4.4933E+00
   867.0           4.4941E+00              4.4941E+00
   868.0           4.4948E+00              4.4948E+00
   869.0           4.4956E+00              4.4955E+00
   870.0           4.4963E+00              4.4963E+00
   871.0           4.4970E+00              4.4970E+00
   872.0           4.4977E+00              4.4977E+00
   873.0           4.4984E+00              4.4983E+00
   874.0           4.4990E+00              4.4990E+00
   875.0           4.4997E+00              4.4997E+00
   876.0           4.5004E+00              4.5004E+00
   877.0           4.5010E+00              4.5010E+00
   878.0           4.5016E+00              4.5016E+00
   879.0           4.5023E+00              4.5022E+00
   880.0           4.5029E+00              4.5029E+00
   881.0           4.5035E+00              4.5035E+00
   882.0           4.5041E+00              4.5041E+00
   883.0           4.5047E+00              4.5047E+00
   884.0           4.5053E+00              4.5052E+00
   885.0           4.5059E+00              4.5058E+00
   886.0           4.5065E+00              4.5064E+00
   887.0           4.5070E+00              4.5070E+00
   888.0           4.5076E+00              4.5075E+00
   889.0           4.5081E+00              4.5081E+00
   890.0           4.5087E+00              4.5086E+00
   891.0           4.5093E+00              4.5092E+00
   892.0           4.5098E+00              4.5098E+00
   893.0           4.5103E+00              4.5103E+00
   894.0           4.5109E+00              4.5108E+00
   895.0           4.5114E+00              4.5114E+00
   896.0           4.5120E+00              4.5119E+00
   897.0           4.5125E+00              4.5125E+00
   898.0           4.5130E+00              4.5130E+00
   899.0           4.5136E+00              4.5135E+00
   900.0           4.5141E+00              4.5141E+00
   901.0           4.5146E+00              4.5146E+00
   902.0           4.5152E+00              4.5151E+00
   903.0           4.5157E+00              4.5157E+00
   904.0           4.5162E+00              4.5162E+00
   905.0           4.5168E+00              4.5167E+00
   906.0           4.5173E+00              4.5173E+00
   907.0           4.5179E+00              4.5178E+00
   908.0           4.5184E+00              4.5184E+00
   909.0           4.5189E+00              4.5189E+00
   910.0           4.5195E+00              4.5194E+00
   911.0           4.5200E+00              4.5200E+00
   912.0           4.5206E+00              4.5205E+00
   913.0           4.5211E+00              4.5211E+00
   914.0           4.5217E+00              4.5216E+00
   915.0           4.5222E+00              4.5222E+00
   916.0           4.5228E+00              4.5228E+00
   917.0           4.5234E+00              4.5233E+00
   918.0           4.5239E+00              4.5239E+00
   919.0           4.5245E+00              4.5244E+00
   920.0           4.5250E+00              4.5250E+00
   921.0           4.5256E+00              4.5256E+00
   922.0           4.5262E+00              4.5262E+00
   923.0           4.5268E+00              4.5268E+00
   924.0           4.5274E+00              4.5273E+00
   925.0           4.5280E+00              4.5279E+00
   926.0           4.5286E+00              4.5286E+00
   927.0           4.5292E+00              4.5292E+00
   928.0           4.5298E+00              4.5298E+00
   929.0           4.5304E+00              4.5304E+00
   930.0           4.5310E+00              4.5310E+00
   931.0           4.5316E+00              4.5316E+00
   932.0           4.5323E+00              4.5322E+00
   933.0           4.5329E+00              4.5329E+00
   934.0           4.5335E+00              4.5335E+00
   935.0           4.5341E+00              4.5341E+00
   936.0           4.5348E+00              4.5348E+00
   937.0           4.5355E+00              4.5354E+00
   938.0           4.5361E+00              4.5361E+00
   939.0           4.5368E+00              4.5367E+00
   940.0           4.5374E+00              4.5374E+00
   941.0           4.5381E+00              4.5381E+00
   942.0           4.5388E+00              4.5388E+00
   943.0           4.5395E+00              4.5394E+00
   944.0           4.5401E+00              4.5401E+00
   945.0           4.5408E+00              4.5408E+00
   946.0           4.5415E+00              4.5415E+00
   947.0           4.5422E+00              4.5422E+00
   948.0           4.5429E+00              4.5429E+00
   949.0           4.5436E+00              4.5436E+00
   950.0           4.5443E+00              4.5443E+00
   951.0           4.5450E+00              4.5450E+00
   952.0           4.5457E+00              4.5457E+00
   953.0           4.5464E+00              4.5464E+00
   954.0           4.5471E+00              4.5471E+00
   955.0           4.5478E+00              4.5478E+00
   956.0           4.5485E+00              4.5485E+00
   957.0           4.5492E+00              4.5492E+00
   958.0           4.5499E+00              4.5499E+00
   959.0           4.5506E+00              4.5506E+00
   960.0           4.5513E+00              4.5513E+00
   961.0           4.5521E+00              4.5520E+00
   962.0           4.5528E+00              4.5527E+00
   963.0           4.5535E+00              4.5535E+00
   964.0           4.5542E+00              4.5542E+00
   965.0           4.5549E+00              4.5549E+00
   966.0           4.5556E+00              4.5556E+00
   967.0           4.5563E+00              4.5563E+00
   968.0           4.5571E+00              4.5570E+00
   969.0           4.5578E+00              4.5577E+00
   970.0           4.5585E+00              4.5584E+00
   971.0           4.5592E+00              4.5592E+00
   972.0           4.5599E+00              4.5599E+00
   973.0           4.5606E+00              4.5606E+00
   974.0           4.5613E+00              4.5613E+00
   975.0           4.5620E+00              4.5620E+00
   976.0           4.5628E+00              4.5627E+00
   977.0           4.5635E+00              4.5634E+00
   978.0           4.5642E+00              4.5641E+00
   979.0           4.5649E+00              4.5648E+00
   980.0           4.5656E+00              4.5655E+00
   981.0           4.5663E+00              4.5663E+00
   982.0           4.5670E+00              4.5670E+00
   983.0           4.5677E+00              4.5677E+00
   984.0           4.5684E+00              4.5683E+00
   985.0           4.5691E+00              4.5690E+00
   986.0           4.5698E+00              4.5698E+00
   987.0           4.5705E+00              4.5704E+00
   988.0           4.5711E+00              4.5711E+00
   989.0           4.5718E+00              4.5718E+00
   990.0           4.5725E+00              4.5725E+00
   991.0           4.5732E+00              4.5732E+00
   992.0           4.5739E+00              4.5738E+00
   993.0           4.5745E+00              4.5745E+00
   994.0           4.5752E+00              4.5751E+00
   995.0           4.5758E+00              4.5758E+00
   996.0           4.5765E+00              4.5765E+00
   997.0           4.5772E+00              4.5771E+00
   998.0           4.5778E+00              4.5778E+00
   999.0           4.5785E+00              4.5784E+00
  1000.0           4.5791E+00              4.5791E+00
  1001.0           4.5798E+00              4.5797E+00
  1002.0           4.5804E+00              4.5804E+00
  1003.0           4.5810E+00              4.5810E+00
  1004.0           4.5816E+00              4.5816E+00
  1005.0           4.5823E+00              4.5822E+00
  1006.0           4.5829E+00              4.5829E+00
  1007.0           4.5835E+00              4.5835E+00
  1008.0           4.5841E+00              4.5841E+00
  1009.0           4.5847E+00              4.5847E+00
  1010.0           4.5853E+00              4.5853E+00
  1011.0           4.5859E+00              4.5859E+00
  1012.0           4.5865E+00              4.5865E+00
  1013.0           4.5871E+00              4.5870E+00
  1014.0           4.5877E+00              4.5876E+00
  1015.0           4.5882E+00              4.5882E+00
  1016.0           4.5888E+00              4.5888E+00
  1017.0           4.5894E+00              4.5893E+00
  1018.0           4.5899E+00              4.5899E+00
  1019.0           4.5905E+00              4.5904E+00
  1020.0           4.5910E+00              4.5910E+00
  1021.0           4.5916E+00              4.5916E+00
  1022.0           4.5921E+00              4.5921E+00
  1023.0           4.5926E+00              4.5926E+00
  1024.0           4.5932E+00              4.5931E+00
  1025.0           4.5937E+00              4.5937E+00
  1026.0           4.5942E+00              4.5942E+00
  1027.0           4.5947E+00              4.5947E+00
  1028.0           4.5952E+00              4.5952E+00
  1029.0           4.5957E+00              4.5957E+00
  1030.0           4.5962E+00              4.5962E+00
  1031.0           4.5967E+00              4.5967E+00
  1032.0           4.5972E+00              4.5971E+00
  1033.0           4.5976E+00              4.5976E+00
  1034.0           4.5981E+00              4.5981E+00
  1035.0           4.5986E+00              4.5985E+00
  1036.0           4.5990E+00              4.5990E+00
  1037.0           4.5995E+00              4.5995E+00
  1038.0           4.5999E+00              4.5999E+00
  1039.0           4.6004E+00              4.6004E+00
  1040.0           4.6008E+00              4.6008E+00
  1041.0           4.6013E+00              4.6013E+00
  1042.0           4.6018E+00              4.6018E+00
  1043.0           4.6023E+00              4.6023E+00
  1044.0           4.6028E+00              4.6028E+00
  1045.0           4.6034E+00              4.6033E+00
  1046.0           4.6039E+00              4.6039E+00
  1047.0           4.6044E+00              4.6044E+00
  1048.0           4.6050E+00              4.6049E+00
  1049.0           4.6055E+00              4.6055E+00
  1050.0           4.6060E+00              4.6060E+00
  1051.0           4.6066E+00              4.6066E+00
  1052.0           4.6072E+00              4.6071E+00
  1053.0           4.6077E+00              4.6077E+00
  1054.0           4.6083E+00              4.6082E+00
  1055.0           4.6088E+00              4.6088E+00
  1056.0           4.6094E+00              4.6094E+00
  1057.0           4.6100E+00              4.6100E+00
  1058.0           4.6106E+00              4.6106E+00
  1059.0           4.6112E+00              4.6111E+00
  1060.0           4.6117E+00              4.6117E+00
  1061.0           4.6124E+00              4.6123E+00
  1062.0           4.6130E+00              4.6129E+00
  1063.0           4.6135E+00              4.6135E+00
  1064.0           4.6141E+00              4.6141E+00
  1065.0           4.6147E+00              4.6147E+00
  1066.0           4.6154E+00              4.6154E+00
  1067.0           4.6160E+00              4.6160E+00
  1068.0           4.6166E+00              4.6166E+00
  1069.0           4.6172E+00              4.6172E+00
  1070.0           4.6178E+00              4.6178E+00
  1071.0           4.6185E+00              4.6185E+00
  1072.0           4.6191E+00              4.6191E+00
  1073.0           4.6197E+00              4.6197E+00
  1074.0           4.6204E+00              4.6203E+00
  1075.0           4.6210E+00              4.6210E+00
  1076.0           4.6217E+00              4.6216E+00
  1077.0           4.6223E+00              4.6223E+00
  1078.0           4.6229E+00              4.6229E+00
  1079.0           4.6236E+00              4.6235E+00
  1080.0           4.6242E+00              4.6242E+00
  1081.0           4.6249E+00              4.6248E+00
  1082.0           4.6255E+00              4.6255E+00
  1083.0           4.6262E+00              4.6261E+00
  1084.0           4.6268E+00              4.6268E+00
  1085.0           4.6274E+00              4.6274E+00
  1086.0           4.6281E+00              4.6281E+00
  1087.0           4.6288E+00              4.6288E+00
  1088.0           4.6294E+00              4.6294E+00
  1089.0           4.6301E+00              4.6301E+00
  1090.0           4.6307E+00              4.6307E+00
  1091.0           4.6314E+00              4.6314E+00
  1092.0           4.6321E+00              4.6320E+00
  1093.0           4.6327E+00              4.6327E+00
  1094.0           4.6334E+00              4.6333E+00
  1095.0           4.6340E+00              4.6340E+00
  1096.0           4.6347E+00              4.6347E+00
  1097.0           4.6354E+00              4.6353E+00
  1098.0           4.6360E+00              4.6360E+00
  1099.0           4.6367E+00              4.6366E+00
  1100.0           4.6373E+00              4.6373E+00
  1101.0           4.6380E+00              4.6380E+00
  1102.0           4.6387E+00              4.6386E+00
  1103.0           4.6393E+00              4.6393E+00
  1104.0           4.6400E+00              4.6399E+00
  1105.0           4.6406E+00              4.6406E+00
  1106.0           4.6413E+00              4.6413E+00
  1107.0           4.6419E+00              4.6419E+00
  1108.0           4.6426E+00              4.6426E+00
  1109.0           4.6432E+00              4.6432E+00
  1110.0           4.6439E+00              4.6439E+00
  1111.0           4.6446E+00              4.6445E+00
  1112.0           4.6452E+00              4.6452E+00
  1113.0           4.6458E+00              4.6458E+00
  1114.0           4.6465E+00              4.6464E+00
  1115.0           4.6471E+00              4.6471E+00
  1116.0           4.6478E+00              4.6478E+00
  1117.0           4.6484E+00              4.6484E+00
  1118.0           4.6490E+00              4.6490E+00
  1119.0           4.6497E+00              4.6496E+00
  1120.0           4.6503E+00              4.6503E+00
  1121.0           4.6510E+00              4.6509E+00
  1122.0           4.6516E+00              4.6515E+00
  1123.0           4.6522E+00              4.6522E+00
  1124.0           4.6528E+00              4.6528E+00
  1125.0           4.6534E+00              4.6534E+00
  1126.0           4.6541E+00              4.6540E+00
  1127.0           4.6547E+00              4.6547E+00
  1128.0           4.6553E+00              4.6553E+00
  1129.0           4.6559E+00              4.6559E+00
  1130.0           4.6565E+00              4.6565E+00
  1131.0           4.6572E+00              4.6572E+00
  1132.0           4.6578E+00              4.6578E+00
  1133.0           4.6584E+00              4.6584E+00
  1134.0           4.6590E+00              4.6590E+00
  1135.0           4.6596E+00              4.6596E+00
  1136.0           4.6602E+00              4.6602E+00
  1137.0           4.6608E+00              4.6608E+00
  1138.0           4.6613E+00              4.6613E+00
  1139.0           4.6619E+00              4.6619E+00
  1140.0           4.6624E+00              4.6624E+00
  1141.0           4.6630E+00              4.6630E+00
  1142.0           4.6635E+00              4.6635E+00
  1143.0           4.6640E+00              4.6640E+00
  1144.0           4.6646E+00              4.6645E+00
  1145.0           4.6651E+00              4.6651E+00
  1146.0           4.6656E+00              4.6656E+00
  1147.0           4.6661E+00              4.6661E+00
  1148.0           4.6666E+00              4.6666E+00
  1149.0           4.6671E+00              4.6671E+00
  1150.0           4.6676E+00              4.6676E+00
  1151.0           4.6681E+00              4.6681E+00
  1152.0           4.6686E+00              4.6686E+00
  1153.0           4.6691E+00              4.6690E+00
  1154.0           4.6695E+00              4.6695E+00
  1155.0           4.6700E+00              4.6700E+00
  1156.0           4.6705E+00              4.6705E+00
  1157.0           4.6710E+00              4.6709E+00
  1158.0           4.6714E+00              4.6714E+00
  1159.0           4.6719E+00              4.6719E+00
  1160.0           4.6724E+00              4.6724E+00
  1161.0           4.6729E+00              4.6729E+00
  1162.0           4.6733E+00              4.6733E+00
  1163.0           4.6738E+00              4.6738E+00
  1164.0           4.6743E+00              4.6743E+00
  1165.0           4.6748E+00              4.6747E+00
  1166.0           4.6753E+00              4.6752E+00
  1167.0           4.6757E+00              4.6757E+00
  1168.0           4.6762E+00              4.6762E+00
  1169.0           4.6767E+00              4.6767E+00
  1170.0           4.6772E+00              4.6771E+00
  1171.0           4.6777E+00              4.6776E+00
  1172.0           4.6782E+00              4.6781E+00
  1173.0           4.6786E+00              4.6786E+00
  1174.0           4.6791E+00              4.6791E+00
  1175.0           4.6796E+00              4.6796E+00
  1176.0           4.6801E+00              4.6801E+00
  1177.0           4.6806E+00              4.6806E+00
  1178.0           4.6811E+00              4.6811E+00
  1179.0           4.6816E+00              4.6816E+00
  1180.0           4.6821E+00              4.6821E+00
  1181.0           4.6827E+00              4.6827E+00
  1182.0           4.6832E+00              4.6832E+00
  1183.0           4.6837E+00              4.6837E+00
  1184.0           4.6843E+00              4.6842E+00
  1185.0           4.6848E+00              4.6847E+00
  1186.0           4.6853E+00              4.6853E+00
  1187.0           4.6859E+00              4.6858E+00
  1188.0           4.6864E+00              4.6864E+00
  1189.0           4.6869E+00              4.6869E+00
  1190.0           4.6875E+00              4.6875E+00
  1191.0           4.6881E+00              4.6880E+00
  1192.0           4.6886E+00              4.6886E+00
  1193.0           4.6892E+00              4.6892E+00
  1194.0           4.6897E+00              4.6897E+00
  1195.0           4.6903E+00              4.6903E+00
  1196.0           4.6909E+00              4.6909E+00
  1197.0           4.6915E+00              4.6914E+00
  1198.0           4.6920E+00              4.6920E+00
  1199.0           4.6926E+00              4.6926E+00
  1200.0           4.6932E+00              4.6932E+00
  1201.0           4.6938E+00              4.6938E+00
  1202.0           4.6944E+00              4.6944E+00
  1203.0           4.6950E+00              4.6950E+00
  1204.0           4.6956E+00              4.6955E+00
  1205.0           4.6962E+00              4.6961E+00
  1206.0           4.6968E+00              4.6968E+00
  1207.0           4.6974E+00              4.6974E+00
  1208.0           4.6980E+00              4.6980E+00
  1209.0           4.6986E+00              4.6986E+00
  1210.0           4.6992E+00              4.6992E+00
  1211.0           4.6998E+00              4.6998E+00
  1212.0           4.7004E+00              4.7004E+00
  1213.0           4.7010E+00              4.7010E+00
  1214.0           4.7016E+00              4.7016E+00
  1215.0           4.7022E+00              4.7022E+00
  1216.0           4.7029E+00              4.7028E+00
  1217.0           4.7035E+00              4.7034E+00
  1218.0           4.7041E+00              4.7040E+00
  1219.0           4.7047E+00              4.7046E+00
  1220.0           4.7053E+00              4.7052E+00
  1221.0           4.7059E+00              4.7059E+00
  1222.0           4.7065E+00              4.7065E+00
  1223.0           4.7071E+00              4.7071E+00
  1224.0           4.7077E+00              4.7077E+00
  1225.0           4.7083E+00              4.7083E+00
  1226.0           4.7090E+00              4.7090E+00
  1227.0           4.7096E+00              4.7096E+00
  1228.0           4.7102E+00              4.7102E+00
  1229.0           4.7108E+00              4.7108E+00
  1230.0           4.7114E+00              4.7114E+00
  1231.0           4.7121E+00              4.7121E+00
  1232.0           4.7127E+00              4.7127E+00
  1233.0           4.7133E+00              4.7133E+00
  1234.0           4.7139E+00              4.7139E+00
  1235.0           4.7145E+00              4.7145E+00
  1236.0           4.7152E+00              4.7152E+00
  1237.0           4.7158E+00              4.7158E+00
  1238.0           4.7164E+00              4.7164E+00
  1239.0           4.7170E+00              4.7170E+00
  1240.0           4.7176E+00              4.7176E+00
  1241.0           4.7183E+00              4.7182E+00
  1242.0           4.7189E+00              4.7188E+00
  1243.0           4.7195E+00              4.7194E+00
  1244.0           4.7201E+00              4.7201E+00
  1245.0           4.7207E+00              4.7207E+00
  1246.0           4.7213E+00              4.7213E+00
  1247.0           4.7219E+00              4.7219E+00
  1248.0           4.7225E+00              4.7225E+00
  1249.0           4.7231E+00              4.7231E+00
  1250.0           4.7237E+00              4.7237E+00
  1251.0           4.7243E+00              4.7243E+00
  1252.0           4.7249E+00              4.7249E+00
  1253.0           4.7255E+00              4.7255E+00
  1254.0           4.7261E+00              4.7260E+00
  1255.0           4.7266E+00              4.7266E+00
  1256.0           4.7273E+00              4.7272E+00
  1257.0           4.7278E+00              4.7278E+00
  1258.0           4.7284E+00              4.7284E+00
  1259.0           4.7290E+00              4.7289E+00
  1260.0           4.7295E+00              4.7295E+00
  1261.0           4.7301E+00              4.7301E+00
  1262.0           4.7307E+00              4.7307E+00
  1263.0           4.7312E+00              4.7312E+00
  1264.0           4.7318E+00              4.7318E+00
  1265.0           4.7324E+00              4.7323E+00
  1266.0           4.7329E+00              4.7329E+00
  1267.0           4.7335E+00              4.7335E+00
  1268.0           4.7340E+00              4.7340E+00
  1269.0           4.7346E+00              4.7345E+00
  1270.0           4.7351E+00              4.7351E+00
  1271.0           4.7357E+00              4.7356E+00
  1272.0           4.7362E+00              4.7362E+00
  1273.0           4.7367E+00              4.7367E+00
  1274.0           4.7373E+00              4.7372E+00
  1275.0           4.7378E+00              4.7378E+00
  1276.0           4.7383E+00              4.7383E+00
  1277.0           4.7388E+00              4.7388E+00
  1278.0           4.7394E+00              4.7393E+00
  1279.0           4.7399E+00              4.7398E+00
  1280.0           4.7404E+00              4.7404E+00
  1281.0           4.7409E+00              4.7409E+00
  1282.0           4.7414E+00              4.7414E+00
  1283.0           4.7419E+00              4.7419E+00
  1284.0           4.7424E+00              4.7424E+00
  1285.0           4.7429E+00              4.7429E+00
  1286.0           4.7434E+00              4.7434E+00
  1287.0           4.7439E+00              4.7439E+00
  1288.0           4.7444E+00              4.7444E+00
  1289.0           4.7449E+00              4.7449E+00
  1290.0           4.7454E+00              4.7454E+00
  1291.0           4.7459E+00              4.7459E+00
  1292.0           4.7464E+00              4.7463E+00
  1293.0           4.7469E+00              4.7468E+00
  1294.0           4.7473E+00              4.7473E+00
  1295.0           4.7478E+00              4.7478E+00
  1296.0           4.7483E+00              4.7483E+00
  1297.0           4.7488E+00              4.7487E+00
  1298.0           4.7492E+00              4.7492E+00
  1299.0           4.7497E+00              4.7497E+00
