#ndep: 2897
#depth (km)   Vsh_arithmetic (km/s)   Vsh_geometric (km/s)
  2568.0           7.2384E+00              7.2375E+00
  2569.0           7.2389E+00              7.2380E+00
  2570.0           7.2394E+00              7.2385E+00
  2571.0           7.2399E+00              7.2390E+00
  2572.0           7.2403E+00              7.2395E+00
  2573.0           7.2408E+00              7.2400E+00
  2574.0           7.2413E+00              7.2405E+00
  2575.0           7.2418E+00              7.2409E+00
  2576.0           7.2423E+00              7.2414E+00
  2577.0           7.2428E+00              7.2419E+00
  2578.0           7.2432E+00              7.2424E+00
  2579.0           7.2437E+00              7.2429E+00
  2580.0           7.2442E+00              7.2433E+00
  2581.0           7.2447E+00              7.2438E+00
  2582.0           7.2452E+00              7.2443E+00
  2583.0           7.2456E+00              7.2448E+00
  2584.0           7.2461E+00              7.2453E+00
  2585.0           7.2466E+00              7.2457E+00
  2586.0           7.2471E+00              7.2462E+00
  2587.0           7.2476E+00              7.2467E+00
  2588.0           7.2480E+00              7.2472E+00
  2589.0           7.2485E+00              7.2476E+00
  2590.0           7.2490E+00              7.2481E+00
  2591.0           7.2495E+00              7.2486E+00
  2592.0           7.2499E+00              7.2491E+00
  2593.0           7.2504E+00              7.2495E+00
  2594.0           7.2509E+00              7.2500E+00
  2595.0           7.2513E+00              7.2505E+00
  2596.0           7.2518E+00              7.2509E+00
  2597.0           7.2523E+00              7.2514E+00
  2598.0           7.2528E+00              7.2519E+00
  2599.0           7.2532E+00              7.2524E+00
  2600.0           7.2537E+00              7.2528E+00
  2601.0           7.2542E+00              7.2533E+00
  2602.0           7.2547E+00              7.2538E+00
  2603.0           7.2551E+00              7.2542E+00
  2604.0           7.2556E+00              7.2547E+00
  2605.0           7.2561E+00              7.2552E+00
  2606.0           7.2565E+00              7.2556E+00
  2607.0           7.2570E+00              7.2561E+00
  2608.0           7.2575E+00              7.2566E+00
  2609.0           7.2579E+00              7.2570E+00
  2610.0           7.2584E+00              7.2575E+00
  2611.0           7.2589E+00              7.2580E+00
  2612.0           7.2594E+00              7.2585E+00
  2613.0           7.2598E+00              7.2589E+00
  2614.0           7.2603E+00              7.2594E+00
  2615.0           7.2608E+00              7.2599E+00
  2616.0           7.2612E+00              7.2603E+00
  2617.0           7.2617E+00              7.2608E+00
  2618.0           7.2622E+00              7.2613E+00
  2619.0           7.2626E+00              7.2617E+00
  2620.0           7.2631E+00              7.2622E+00
  2621.0           7.2636E+00              7.2627E+00
  2622.0           7.2641E+00              7.2631E+00
  2623.0           7.2645E+00              7.2636E+00
  2624.0           7.2650E+00              7.2641E+00
  2625.0           7.2654E+00              7.2645E+00
  2626.0           7.2659E+00              7.2650E+00
  2627.0           7.2664E+00              7.2655E+00
  2628.0           7.2669E+00              7.2659E+00
  2629.0           7.2673E+00              7.2664E+00
  2630.0           7.2678E+00              7.2669E+00
  2631.0           7.2683E+00              7.2673E+00
  2632.0           7.2687E+00              7.2678E+00
  2633.0           7.2692E+00              7.2683E+00
  2634.0           7.2697E+00              7.2687E+00
  2635.0           7.2701E+00              7.2692E+00
  2636.0           7.2706E+00              7.2697E+00
  2637.0           7.2711E+00              7.2701E+00
  2638.0           7.2715E+00              7.2706E+00
  2639.0           7.2720E+00              7.2710E+00
  2640.0           7.2725E+00              7.2715E+00
  2641.0           7.2729E+00              7.2720E+00
  2642.0           7.2734E+00              7.2724E+00
  2643.0           7.2739E+00              7.2729E+00
  2644.0           7.2743E+00              7.2734E+00
  2645.0           7.2748E+00              7.2738E+00
  2646.0           7.2753E+00              7.2743E+00
  2647.0           7.2757E+00              7.2748E+00
  2648.0           7.2762E+00              7.2752E+00
  2649.0           7.2767E+00              7.2757E+00
  2650.0           7.2771E+00              7.2761E+00
  2651.0           7.2776E+00              7.2766E+00
  2652.0           7.2781E+00              7.2771E+00
  2653.0           7.2785E+00              7.2775E+00
  2654.0           7.2790E+00              7.2780E+00
  2655.0           7.2794E+00              7.2784E+00
  2656.0           7.2799E+00              7.2789E+00
  2657.0           7.2804E+00              7.2793E+00
  2658.0           7.2808E+00              7.2798E+00
  2659.0           7.2813E+00              7.2802E+00
  2660.0           7.2817E+00              7.2807E+00
  2661.0           7.2822E+00              7.2812E+00
  2662.0           7.2826E+00              7.2816E+00
  2663.0           7.2831E+00              7.2820E+00
  2664.0           7.2835E+00              7.2825E+00
  2665.0           7.2840E+00              7.2829E+00
  2666.0           7.2844E+00              7.2834E+00
  2667.0           7.2849E+00              7.2838E+00
  2668.0           7.2853E+00              7.2843E+00
  2669.0           7.2858E+00              7.2847E+00
  2670.0           7.2862E+00              7.2851E+00
  2671.0           7.2866E+00              7.2856E+00
  2672.0           7.2871E+00              7.2860E+00
  2673.0           7.2875E+00              7.2864E+00
  2674.0           7.2879E+00              7.2869E+00
  2675.0           7.2884E+00              7.2873E+00
  2676.0           7.2888E+00              7.2877E+00
  2677.0           7.2893E+00              7.2882E+00
  2678.0           7.2897E+00              7.2886E+00
  2679.0           7.2901E+00              7.2890E+00
  2680.0           7.2905E+00              7.2894E+00
  2681.0           7.2910E+00              7.2899E+00
  2682.0           7.2914E+00              7.2903E+00
  2683.0           7.2918E+00              7.2907E+00
  2684.0           7.2922E+00              7.2911E+00
  2685.0           7.2926E+00              7.2915E+00
  2686.0           7.2931E+00              7.2919E+00
  2687.0           7.2935E+00              7.2923E+00
  2688.0           7.2939E+00              7.2927E+00
  2689.0           7.2943E+00              7.2931E+00
  2690.0           7.2947E+00              7.2935E+00
  2691.0           7.2951E+00              7.2940E+00
  2692.0           7.2955E+00              7.2943E+00
  2693.0           7.2959E+00              7.2947E+00
  2694.0           7.2963E+00              7.2951E+00
  2695.0           7.2967E+00              7.2955E+00
  2696.0           7.2971E+00              7.2959E+00
  2697.0           7.2975E+00              7.2963E+00
  2698.0           7.2979E+00              7.2967E+00
  2699.0           7.2983E+00              7.2971E+00
  2700.0           7.2987E+00              7.2974E+00
  2701.0           7.2991E+00              7.2978E+00
  2702.0           7.2994E+00              7.2982E+00
  2703.0           7.2998E+00              7.2986E+00
  2704.0           7.3002E+00              7.2989E+00
  2705.0           7.3005E+00              7.2993E+00
  2706.0           7.3009E+00              7.2997E+00
  2707.0           7.3013E+00              7.3000E+00
  2708.0           7.3017E+00              7.3004E+00
  2709.0           7.3020E+00              7.3008E+00
  2710.0           7.3024E+00              7.3011E+00
  2711.0           7.3027E+00              7.3015E+00
  2712.0           7.3031E+00              7.3018E+00
  2713.0           7.3034E+00              7.3022E+00
  2714.0           7.3038E+00              7.3025E+00
  2715.0           7.3041E+00              7.3028E+00
  2716.0           7.3045E+00              7.3032E+00
  2717.0           7.3048E+00              7.3035E+00
  2718.0           7.3051E+00              7.3038E+00
  2719.0           7.3055E+00              7.3042E+00
  2720.0           7.3058E+00              7.3045E+00
  2721.0           7.3061E+00              7.3048E+00
  2722.0           7.3065E+00              7.3051E+00
  2723.0           7.3068E+00              7.3054E+00
  2724.0           7.3071E+00              7.3058E+00
  2725.0           7.3074E+00              7.3061E+00
  2726.0           7.3077E+00              7.3064E+00
  2727.0           7.3080E+00              7.3067E+00
  2728.0           7.3083E+00              7.3070E+00
  2729.0           7.3086E+00              7.3073E+00
  2730.0           7.3089E+00              7.3076E+00
  2731.0           7.3092E+00              7.3079E+00
  2732.0           7.3095E+00              7.3081E+00
  2733.0           7.3098E+00              7.3084E+00
  2734.0           7.3101E+00              7.3087E+00
  2735.0           7.3103E+00              7.3090E+00
  2736.0           7.3106E+00              7.3093E+00
  2737.0           7.3109E+00              7.3095E+00
  2738.0           7.3112E+00              7.3098E+00
  2739.0           7.3114E+00              7.3100E+00
  2740.0           7.3117E+00              7.3103E+00
  2741.0           7.3120E+00              7.3106E+00
  2742.0           7.3122E+00              7.3108E+00
  2743.0           7.3125E+00              7.3111E+00
  2744.0           7.3127E+00              7.3113E+00
  2745.0           7.3130E+00              7.3116E+00
  2746.0           7.3132E+00              7.3118E+00
  2747.0           7.3135E+00              7.3121E+00
  2748.0           7.3137E+00              7.3123E+00
  2749.0           7.3140E+00              7.3125E+00
  2750.0           7.3142E+00              7.3128E+00
  2751.0           7.3145E+00              7.3130E+00
  2752.0           7.3147E+00              7.3133E+00
  2753.0           7.3149E+00              7.3135E+00
  2754.0           7.3151E+00              7.3137E+00
  2755.0           7.3154E+00              7.3139E+00
  2756.0           7.3156E+00              7.3142E+00
  2757.0           7.3158E+00              7.3144E+00
  2758.0           7.3160E+00              7.3146E+00
  2759.0           7.3162E+00              7.3148E+00
  2760.0           7.3164E+00              7.3150E+00
  2761.0           7.3167E+00              7.3152E+00
  2762.0           7.3169E+00              7.3154E+00
  2763.0           7.3171E+00              7.3156E+00
  2764.0           7.3173E+00              7.3158E+00
  2765.0           7.3175E+00              7.3160E+00
  2766.0           7.3177E+00              7.3162E+00
  2767.0           7.3179E+00              7.3164E+00
  2768.0           7.3181E+00              7.3166E+00
  2769.0           7.3183E+00              7.3168E+00
  2770.0           7.3184E+00              7.3170E+00
  2771.0           7.3186E+00              7.3172E+00
  2772.0           7.3188E+00              7.3174E+00
  2773.0           7.3190E+00              7.3175E+00
  2774.0           7.3192E+00              7.3177E+00
  2775.0           7.3193E+00              7.3179E+00
  2776.0           7.3195E+00              7.3181E+00
  2777.0           7.3197E+00              7.3182E+00
  2778.0           7.3198E+00              7.3184E+00
  2779.0           7.3200E+00              7.3186E+00
  2780.0           7.3202E+00              7.3187E+00
  2781.0           7.3204E+00              7.3189E+00
  2782.0           7.3205E+00              7.3190E+00
  2783.0           7.3206E+00              7.3192E+00
  2784.0           7.3208E+00              7.3193E+00
  2785.0           7.3209E+00              7.3195E+00
  2786.0           7.3211E+00              7.3197E+00
  2787.0           7.3213E+00              7.3198E+00
  2788.0           7.3214E+00              7.3199E+00
  2789.0           7.3215E+00              7.3201E+00
  2790.0           7.3217E+00              7.3202E+00
  2791.0           7.3218E+00              7.3204E+00
  2792.0           7.3219E+00              7.3205E+00
  2793.0           7.3221E+00              7.3206E+00
  2794.0           7.3222E+00              7.3208E+00
  2795.0           7.3223E+00              7.3209E+00
  2796.0           7.3225E+00              7.3210E+00
  2797.0           7.3226E+00              7.3211E+00
  2798.0           7.3227E+00              7.3213E+00
  2799.0           7.3228E+00              7.3214E+00
  2800.0           7.3229E+00              7.3215E+00
  2801.0           7.3231E+00              7.3216E+00
  2802.0           7.3232E+00              7.3217E+00
  2803.0           7.3233E+00              7.3218E+00
  2804.0           7.3234E+00              7.3220E+00
  2805.0           7.3235E+00              7.3221E+00
  2806.0           7.3236E+00              7.3222E+00
  2807.0           7.3237E+00              7.3223E+00
  2808.0           7.3238E+00              7.3224E+00
  2809.0           7.3239E+00              7.3225E+00
  2810.0           7.3240E+00              7.3226E+00
  2811.0           7.3241E+00              7.3227E+00
  2812.0           7.3242E+00              7.3228E+00
  2813.0           7.3243E+00              7.3229E+00
  2814.0           7.3244E+00              7.3229E+00
  2815.0           7.3244E+00              7.3230E+00
  2816.0           7.3245E+00              7.3231E+00
  2817.0           7.3246E+00              7.3232E+00
  2818.0           7.3247E+00              7.3233E+00
  2819.0           7.3248E+00              7.3234E+00
  2820.0           7.3249E+00              7.3235E+00
  2821.0           7.3249E+00              7.3235E+00
  2822.0           7.3250E+00              7.3236E+00
  2823.0           7.3251E+00              7.3237E+00
  2824.0           7.3251E+00              7.3238E+00
  2825.0           7.3252E+00              7.3238E+00
  2826.0           7.3253E+00              7.3239E+00
  2827.0           7.3254E+00              7.3240E+00
  2828.0           7.3254E+00              7.3240E+00
  2829.0           7.3255E+00              7.3241E+00
  2830.0           7.3255E+00              7.3242E+00
  2831.0           7.3256E+00              7.3242E+00
  2832.0           7.3257E+00              7.3243E+00
  2833.0           7.3257E+00              7.3243E+00
  2834.0           7.3258E+00              7.3244E+00
  2835.0           7.3258E+00              7.3244E+00
  2836.0           7.3259E+00              7.3245E+00
  2837.0           7.3259E+00              7.3246E+00
  2838.0           7.3260E+00              7.3246E+00
  2839.0           7.3260E+00              7.3247E+00
  2840.0           7.3260E+00              7.3247E+00
  2841.0           7.3261E+00              7.3248E+00
  2842.0           7.3261E+00              7.3248E+00
  2843.0           7.3262E+00              7.3248E+00
  2844.0           7.3262E+00              7.3249E+00
  2845.0           7.3262E+00              7.3249E+00
  2846.0           7.3263E+00              7.3250E+00
  2847.0           7.3263E+00              7.3250E+00
  2848.0           7.3263E+00              7.3250E+00
  2849.0           7.3264E+00              7.3251E+00
  2850.0           7.3264E+00              7.3251E+00
  2851.0           7.3264E+00              7.3251E+00
  2852.0           7.3265E+00              7.3252E+00
  2853.0           7.3265E+00              7.3252E+00
  2854.0           7.3265E+00              7.3252E+00
  2855.0           7.3265E+00              7.3252E+00
  2856.0           7.3266E+00              7.3253E+00
  2857.0           7.3266E+00              7.3253E+00
  2858.0           7.3266E+00              7.3253E+00
  2859.0           7.3266E+00              7.3253E+00
  2860.0           7.3266E+00              7.3254E+00
  2861.0           7.3267E+00              7.3254E+00
  2862.0           7.3267E+00              7.3254E+00
  2863.0           7.3267E+00              7.3254E+00
  2864.0           7.3267E+00              7.3254E+00
  2865.0           7.3267E+00              7.3255E+00
  2866.0           7.3267E+00              7.3255E+00
  2867.0           7.3268E+00              7.3255E+00
  2868.0           7.3268E+00              7.3255E+00
  2869.0           7.3268E+00              7.3255E+00
  2870.0           7.3268E+00              7.3255E+00
  2871.0           7.3268E+00              7.3255E+00
  2872.0           7.3268E+00              7.3256E+00
  2873.0           7.3268E+00              7.3256E+00
  2874.0           7.3268E+00              7.3256E+00
  2875.0           7.3268E+00              7.3256E+00
  2876.0           7.3268E+00              7.3256E+00
  2877.0           7.3268E+00              7.3256E+00
  2878.0           7.3268E+00              7.3256E+00
  2879.0           7.3268E+00              7.3256E+00
  2880.0           7.3268E+00              7.3256E+00
  2881.0           7.3268E+00              7.3256E+00
  2882.0           7.3268E+00              7.3256E+00
  2883.0           7.3268E+00              7.3256E+00
  2884.0           7.3268E+00              7.3256E+00
  2885.0           7.3268E+00              7.3256E+00
  2886.0           7.3268E+00              7.3256E+00
  2887.0           7.3268E+00              7.3256E+00
  2888.0           7.3268E+00              7.3256E+00
  2889.0           7.3268E+00              7.3256E+00
  2890.0           7.3268E+00              7.3256E+00
  2891.0           7.3268E+00              7.3256E+00
